Temps(s), Température(K), Énergie (J), IntRapides (AD), IntLentes (AD), IntTot(AD), NeutÉmis (AD)
2.869999999999999929e+01,3.146720009138263094e+02,2.321894608742503077e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.880000000000000071e+01,3.146120703431690799e+02,2.328690694137503207e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.889999999999999858e+01,3.145530550995525232e+02,2.335377904640002549e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.900000000000000000e+01,3.144943067566116497e+02,2.342036463855002075e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.910000000000000142e+01,3.144360565215484371e+02,2.348637720495001972e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.919999999999999929e+01,3.143791837535795821e+02,2.355072799667502195e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.930000000000000071e+01,3.143228085564205116e+02,2.361450576265002042e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.939999999999999858e+01,3.142672084386154552e+02,2.367736668742501736e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.950000000000000000e+01,3.142122442304493006e+02,2.373948267872501910e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.960000000000000142e+01,3.141579619493906534e+02,2.380079643397502229e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.969999999999999929e+01,3.141039909504039542e+02,2.386176637377501652e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.980000000000000071e+01,3.140500994814188402e+02,2.392267901100002602e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
2.989999999999999858e+01,3.139969817203057119e+02,2.398267480702501908e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.000000000000000000e+01,3.139443133303420836e+02,2.404215487987501919e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.010000000000000142e+01,3.138922792379136126e+02,2.410089001925002038e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.019999999999999929e+01,3.138410643727394245e+02,2.415865101485002413e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.030000000000000071e+01,3.137906684716322161e+02,2.421543786667501554e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.039999999999999858e+01,3.137407671878036695e+02,2.427165169275001436e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.050000000000000000e+01,3.136923324593325901e+02,2.432608913900001720e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.060000000000000142e+01,3.136440677043875667e+02,2.438035467752502114e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.069999999999999929e+01,3.135963893088813279e+02,2.443393258515002206e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.080000000000000071e+01,3.135497136634100457e+02,2.448630713870001957e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.089999999999999858e+01,3.135045497557499061e+02,2.453684800985001773e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
3.100000000000000000e+01,3.134598787965263114e+02,2.458681585525001213e+07,7.090000000000000000e+02,1.264000000000000000e+03,1.973000000000000000e+03,1.160000000000000000e+02,1.380000000000000000e+03
